date,net_buy,buy_amt,sell_amt,cumulative,当日资金流入,当日余额,holding_market_value,领涨股,领涨股-涨跌幅,沪深300,沪深300-涨跌幅,领涨股-代码
2014/11/17,21.3208,22.3811,1.0603,0.00213208,-87.32,87.32,0,上海医药,3.74,23797.08,-1.21,02607.HK
2014/11/18,9.3716,10.8311,1.4595,0.00306924,-97,97,0,统一企业中国,5.53,23529.17,-1.13,00220.HK
2014/11/19,2.6592,3.8092,1.15,0.00333516,-102.47,102.47,0,复星医药,7.58,23373.31,-0.66,02196.HK
2014/11/20,1.8736,2.815,0.9414,0.00352252,-103.04,103.04,0,东方电气,5.26,23349.64,-0.1,01072.HK
2014/11/21,1.7453,3.0867,1.3414,0.00369705,-103.14,103.14,0,第一拖拉机股份,6.45,23437.12,0.37,00038.HK
2014/11/24,1.2375,3.7368,2.4993,0.0038208,-103.59,103.59,0,中国交通建设,12.63,23893.14,1.95,01800.HK
2014/11/25,1.589,3.1979,1.6089,0.0039797,-103.45,103.45,0,华润燃气,6.82,23843.91,-0.21,01193.HK
2014/11/26,1.9981,3.3609,1.3628,0.00417951,-102.87,102.87,0,新华保险,8.5,24111.98,1.12,01336.HK
2014/11/27,1.5569,3.2946,1.7377,0.0043352,-103.25,103.25,0,中国光大控股,3.37,24004.28,-0.45,00165.HK
2014/11/28,2.9349,4.6315,1.6966,0.00462869,-102.07,102.07,0,中信银行,8.87,23987.45,-0.07,00998.HK
2014/12/1,2.9601,4.6713,1.7112,0.0049247,-102.19,102.19,0,国泰航空,3.4,23367.45,-2.58,00293.HK
2014/12/2,2.8899,4.6851,1.7952,0.00521369,-102.01,102.01,0,绿城中国,8.38,23654.3,1.23,03900.HK
2014/12/3,4.9591,7.0119,2.0528,0.0057096,-100.43,100.43,0,中船防务,7.34,23428.62,-0.95,00317.HK
2014/12/4,4.0836,6.652,2.5684,0.00611796,-100.85,100.85,0,中信证券,11.51,23832.56,1.72,06030.HK
2014/12/5,16.5097,20.917,4.4073,0.00776893,-90.69,90.69,0,长城汽车,7.2,24002.64,0.71,02333.HK
2014/12/8,5.5282,9.2757,3.7475,0.00832175,-99.75,99.75,0,中信证券,12.79,24047.67,0.19,06030.HK
2014/12/9,8.5031,13.5857,5.0826,0.00917206,-97.37,97.37,0,创科实业,2.79,23485.83,-2.34,00669.HK
2014/12/10,4.022,6.4684,2.4464,0.00957426,-101.09,101.09,0,北控水务集团,9.33,23524.52,0.16,00371.HK
2014/12/11,5.1486,7.2362,2.0876,0.01008912,-100.17,100.17,0,中国东方航空股份,8.58,23312.54,-0.9,00670.HK
2014/12/12,3.1107,4.9942,1.8835,0.01040019,-101.89,101.89,0,四川成渝高速公路,8.7,23249.2,-0.27,00107.HK
2014/12/15,1.6863,3.4981,1.8118,0.01056882,-103.04,103.04,0,中远海发,6.25,23027.85,-0.95,02866.HK
2014/12/16,4.0925,6.3337,2.2412,0.01097807,-101.07,101.07,0,中信证券,6.6,22670.5,-1.55,06030.HK
2014/12/17,3.3327,6.8058,3.4731,0.01131134,-101.7,101.7,0,中国交通建设,8.19,22585.84,-0.37,01800.HK
2014/12/18,4.1297,6.8611,2.7314,0.01172431,-101.02,101.02,0,康哲药业,7.67,22832.21,1.09,00867.HK
2014/12/19,2.2743,6.7064,4.4321,0.01195174,-102.52,102.52,0,中国铝业,6.53,23116.63,1.25,02600.HK
2014/12/22,3.6857,7.636,3.9503,0.01232031,-101.32,101.32,0,招商银行,7.7,23408.57,1.26,03968.HK
2014/12/23,5.5139,7.6278,2.1139,0.0128717,-99.84,99.84,0,长城汽车,4.41,23333.69,-0.32,02333.HK
2014/12/24,2.7646,3.6848,0.9202,0.01314816,-102.08,102.08,0,绿城中国,20.66,23349.34,0.07,03900.HK
2015/1/5,19.3574,25.969,6.6116,0.0150839,-87.7,87.7,0,凯盛新能,13.07,23721.32,-0.57,01108.HK
2015/1/6,10.4646,14.1114,3.6468,0.01613036,-95.32,95.32,0,凯盛新能,6.18,23485.41,-0.99,01108.HK
2015/1/7,9.406,13.0096,3.6036,0.01707096,-95.91,95.91,0,凯盛新能,11.14,23681.26,0.83,01108.HK
2015/1/8,6.2125,9.9483,3.7358,0.01769221,-98.63,98.63,0,辽港股份,7.27,23835.53,0.65,02880.HK
2015/1/9,8.4583,14.1146,5.6563,0.01853804,-96.98,96.98,0,中国生物制药,7.63,23919.95,0.35,01177.HK
2015/1/12,9.3783,13.1679,3.7896,0.01947587,-96.3,96.3,0,吉利汽车,4.3,24026.46,0.45,00175.HK
2015/1/13,6.4572,9.4119,2.9547,0.02012159,-98.74,98.74,0,白云山,18.76,24215.97,0.79,00874.HK
2015/1/14,7.481,10.2108,2.7298,0.02086969,-98.22,98.22,0,华电国际电力股份,6.51,24112.6,-0.43,01071.HK
2015/1/15,5.9814,8.1815,2.2001,0.02146783,-99.3,99.3,0,时代电气,5.66,24350.91,0.99,03898.HK
2015/1/16,10.4511,13.5599,3.1088,0.02251294,-95.31,95.31,0,白云山,7.59,24103.52,-1.02,00874.HK
2015/1/19,8.7133,13.2746,4.5613,0.02338427,-96.76,96.76,0,金山软件,2.02,23738.49,-1.51,03888.HK
2015/1/20,6.2791,9.6547,3.3756,0.02401218,-98.7,98.7,0,金山软件,8.17,23951.16,0.9,03888.HK
2015/1/21,9.9085,12.9585,3.05,0.02500303,-95.6,95.6,0,中国太平,8.26,24352.58,1.68,00966.HK
2015/1/22,5.4947,9.4371,3.9424,0.0255525,-99.53,99.53,0,华润啤酒,5.07,24522.63,0.7,00291.HK
2015/1/23,4.9983,9.0403,4.042,0.02605233,-99.79,99.79,0,华润啤酒,6.71,24850.45,1.34,00291.HK
2015/1/26,6.5131,9.9271,3.414,0.02670364,-98.47,98.47,0,金山软件,6.48,24909.9,0.24,03888.HK
2015/1/27,8.7694,12.4856,3.7162,0.02758058,-96.09,96.09,0,永利澳门,8.42,24807.28,-0.41,01128.HK
2015/1/28,2.8484,7.0639,4.2155,0.02786542,-101.32,101.32,0,华润电力,6.54,24861.81,0.22,00836.HK
2015/1/29,5.7588,8.626,2.8672,0.0284413,-99.24,99.24,0,VTECH HOLDINGS,5.69,24595.85,-1.07,00303.HK
2015/1/30,5.0821,8.4528,3.3707,0.02894951,-99.85,99.85,0,华电国际电力股份,5.04,24507.05,-0.36,01071.HK
2015/2/2,4.4089,7.296,2.8871,0.0293904,-100.4,100.4,0,紫金矿业,4.26,24484.74,-0.09,02899.HK
2015/2/3,2.1343,4.7382,2.6039,0.02960383,-102.37,102.37,0,联想集团,7.27,24554.78,0.29,00992.HK
2015/2/4,-0.7784,3.3582,4.1366,0.02952599,-105.09,105.09,0,恒生银行,5.21,24679.76,0.51,00011.HK
2015/2/5,0.5129,5.0335,4.5206,0.02957728,-104.02,104.02,0,建滔积层板,5.12,24765.49,0.35,01888.HK
2015/2/6,-0.3094,2.9956,3.305,0.02954634,-104.7,104.7,0,银河娱乐,7.1,24679.39,-0.35,00027.HK
2015/2/9,0.533,3.2378,2.7048,0.02959964,-104.05,104.05,0,建滔积层板,3.21,24521,-0.64,01888.HK
2015/2/10,0.5231,2.8269,2.3038,0.02965195,-104.02,104.02,0,中国光大控股,6.3,24528.1,0.03,00165.HK
2015/2/11,1.5884,3.4163,1.8279,0.02981079,-103.16,103.16,0,时代电气,7.28,24315.02,-0.87,03898.HK
2015/2/12,2.0399,4.7317,2.6918,0.03001478,-102.57,102.57,0,安踏体育,8.09,24422.15,0.44,02020.HK
2015/2/13,2.9277,5.6681,2.7404,0.03030755,-101.63,101.63,0,长城汽车,5.25,24682.54,1.07,02333.HK
2015/2/25,4.1097,8.5523,4.4426,0.03071852,-100.38,100.38,0,北京北辰实业股份,8.51,24778.28,0.11,00588.HK
2015/2/26,2.1462,5.3101,3.1639,0.03093314,-102.1,102.1,0,凯盛新能,9.97,24902.06,0.5,01108.HK
2015/2/27,2.1263,4.9058,2.7795,0.03114577,-102.29,102.29,0,海天国际,6.61,24823.29,-0.32,01882.HK
2015/3/2,1.2831,7.0626,5.7795,0.03127408,-102.87,102.87,0,信义玻璃,9.64,24887.44,0.26,00868.HK
2015/3/3,2.0609,5.5143,3.4534,0.03148017,-102.41,102.41,0,美高梅中国,3.24,24702.78,-0.74,02282.HK
2015/3/4,3.5526,6.571,3.0184,0.03183543,-101.32,101.32,0,ASMPT,6.45,24465.38,-0.96,00522.HK
2015/3/5,1.9999,8.4502,6.4503,0.03203542,-102.57,102.57,0,南京熊猫电子股份,6.36,24193.04,-1.11,00553.HK
2015/3/6,2.0291,5.9778,3.9487,0.03223833,-102.53,102.53,0,中国铝业,6.41,24164,-0.12,02600.HK
2015/3/9,3.0991,6.2084,3.1093,0.03254824,-101.65,101.65,0,大麦娱乐,7.11,24123.05,-0.17,01060.HK
2015/3/10,2.2411,4.6643,2.4232,0.03277235,-102.37,102.37,0,上海医药,10.49,23896.98,-0.94,02607.HK
2015/3/11,2.8653,4.3401,1.4748,0.03305888,-101.91,101.91,0,中国南方航空股份,5.43,23717.97,-0.75,01055.HK
2015/3/12,1.6885,3.6845,1.996,0.03322773,-102.94,102.94,0,大麦娱乐,5.53,23797.96,0.34,01060.HK
2015/3/13,1.0612,4.3733,3.3121,0.03333385,-103.41,103.41,0,中船防务,7.11,23823.21,0.11,00317.HK
2015/3/16,7.3823,10.3805,2.9982,0.03407208,-97.75,97.75,0,大麦娱乐,8.93,23949.55,0.53,01060.HK
2015/3/17,5.0011,9.6896,4.6885,0.03457219,-99.76,99.76,0,中国联塑,12.24,23901.49,-0.2,02128.HK
2015/3/18,2.4185,8.3021,5.8836,0.03481404,-101.72,101.72,0,中国联塑,10.13,24120.08,0.91,02128.HK
2015/3/19,0.5199,7.4739,6.954,0.03486603,-103.19,103.19,0,凯盛新能,10.29,24468.89,1.45,01108.HK
2015/3/20,1.8989,8.2064,6.3075,0.03505592,-102.29,102.29,0,阿里健康,11.15,24375.24,-0.38,00241.HK
2015/3/23,4.1431,11.5181,7.375,0.03547023,-100.02,100.02,0,金山软件,7.83,24494.51,0.49,03888.HK
2015/3/24,5.4326,10.528,5.0954,0.03601349,-99.36,99.36,0,紫金矿业,7.41,24399.6,-0.39,02899.HK
2015/3/25,3.7418,8.7068,4.965,0.03638767,-100.84,100.84,0,光大环境,5.72,24528.23,0.53,00257.HK
2015/3/26,3.014,9.4624,6.4484,0.03668907,-101.29,101.29,0,中船防务,18.39,24497.08,-0.13,00317.HK
2015/3/27,4.6194,10.6337,6.0143,0.03715101,-99.89,99.89,0,深圳控股,8.06,24486.2,-0.04,00604.HK
2015/3/30,28.1296,42.0316,13.902,0.03996397,-79.41,79.41,0,中国中冶,20.73,24855.12,1.51,01618.HK
2015/3/31,22.2008,39.5763,17.3755,0.04218405,-84.46,84.46,0,比亚迪电子,10.11,24900.89,0.18,00285.HK
2015/4/1,17.6582,25.6483,7.9901,0.04394987,-87.77,87.77,0,中国南方航空股份,9.91,25082.75,0.73,01055.HK
2015/4/2,24.5086,42.2439,17.7353,0.04640073,-81.46,81.46,0,凯盛新能,20.23,25275.64,0.77,01108.HK
2015/4/8,111.6366,160.5712,48.9346,0.05756439,,,0,中国中车,44.53,26236.86,3.8,01766.HK
2015/4/9,108.3478,184.631,76.2832,0.06839917,,,0,中远海发,17.22,26944.39,2.7,02866.HK
2015/4/10,57.0283,104.2132,47.1849,0.074102,-51.11,51.11,0,中远海控,11.13,27272.39,1.22,01919.HK
2015/4/13,19.5801,104.8631,85.283,0.07606001,-80.71,80.71,0,招商银行,24.75,28016.34,2.73,03968.HK
2015/4/14,26.3611,94.1488,67.7877,0.07869612,-78.36,78.36,0,华能国际电力股份,5.87,27561.49,-1.62,00902.HK
2015/4/15,1.2228,56.518,55.2952,0.0788184,-99.4,99.4,0,阿里健康,80.83,27618.82,0.21,00241.HK
2015/4/16,2.2417,56.1928,53.9511,0.07904257,-97.9,97.9,0,上海电气,20.56,27739.71,0.44,02727.HK
2015/4/17,18.4802,81.288,62.8078,0.08089059,-83.71,83.71,0,北京北辰实业股份,52.16,27653.12,-0.31,00588.HK
2015/4/20,-1.9326,69.6278,71.5604,0.08069733,-101.51,101.51,0,阿里健康,9.9,27094.93,-2.02,00241.HK
2015/4/21,5.558,51.7567,46.1987,0.08125313,-95.29,95.29,0,华润啤酒,55.92,27850.49,2.79,00291.HK
2015/4/22,21.7294,71.2204,49.491,0.08342607,-81.18,81.18,0,华电国际电力股份,15.57,27933.85,0.3,01071.HK
2015/4/23,49.3955,92.9493,43.5538,0.08836562,-59.34,59.34,0,中国建筑国际,7.46,27827.7,-0.38,03311.HK
2015/4/24,6.666,44.2219,37.5559,0.08903222,-94.83,94.83,0,上海石油化工股份,9.85,28060.98,0.84,00338.HK
2015/4/27,17.3062,61.3263,44.0201,0.09076284,-85.77,85.77,0,上海石油化工股份,19.51,28433.59,1.33,00338.HK
2015/4/28,8.937,50.1573,41.2203,0.09165654,-91.97,91.97,0,中信股份,5.79,28442.75,0.03,00267.HK
2015/4/29,9.2274,35.0072,25.7798,0.09257928,-93.76,93.76,0,恒隆地产,7.82,28400.34,-0.15,00101.HK
2015/4/30,22.7737,52.1153,29.3416,0.09485665,-82.24,82.24,0,玖龙纸业,11.21,28133,-0.94,02689.HK
2015/5/4,10.7999,40.6934,29.8935,0.09593664,-92.26,92.26,0,复星国际,10.82,28123.82,-0.03,00656.HK
2015/5/5,6.1419,36.0544,29.9125,0.09655083,-96.99,96.99,0,瑞声科技,6.9,27755.54,-1.31,02018.HK
2015/5/6,5.1613,32.6148,27.4535,0.09706696,-97.92,97.92,0,统一企业中国,7.92,27640.91,-0.41,00220.HK
2015/5/7,0.5479,25.5385,24.9906,0.09712175,-102.45,102.45,0,中国联塑,2.26,27289.97,-1.27,02128.HK
2015/5/8,-0.3703,21.801,22.1713,0.09708472,-102.61,102.61,0,凯盛新能,15.3,27577.34,1.05,01108.HK
2015/5/11,10.8739,34.7286,23.8547,0.09817211,-93.02,93.02,0,国药控股,8.61,27718.2,0.51,01099.HK
2015/5/12,13.9199,33.0114,19.0915,0.0995641,-89.98,89.98,0,瑞声科技,5.39,27407.18,-1.12,02018.HK
2015/5/13,6.8674,29.5236,22.6562,0.10025084,-96.35,96.35,0,大麦娱乐,13.07,27249.28,-0.58,01060.HK
2015/5/14,7.2257,26.0945,18.8688,0.10097341,-96.02,96.02,0,中国铝业,9.36,27286.55,0.14,02600.HK
2015/5/15,0.7875,21.0437,20.2562,0.10105216,-100.92,100.92,0,理文造纸,6.42,27822.28,1.96,02314.HK
2015/5/18,0.82,19.8572,19.0372,0.10113416,-102.1,102.1,0,中船防务,11.03,27591.25,-0.83,00317.HK
2015/5/19,9.6184,28.5603,18.9419,0.102096,-94.62,94.62,0,上海医药,8.58,27693.54,0.37,02607.HK
2015/5/20,10.7757,32.0842,21.3085,0.10317357,-94.01,94.01,0,中航科工,10.51,27585.05,-0.39,02357.HK
2015/5/21,0.115,18.4362,18.3212,0.10318507,-102.74,102.74,0,中远海控,8.64,27523.72,-0.22,01919.HK
2015/5/22,4.9705,26.0417,21.0712,0.10368212,-98.53,98.53,0,中银香港,8.16,27992.83,1.7,02388.HK
2015/5/26,20.4053,55.5264,35.1211,0.10572265,-84.11,84.11,0,福耀玻璃,13.29,28249.86,0.92,03606.HK
2015/5/27,13.2421,37.6293,24.3872,0.10704686,-91.06,91.06,0,紫金矿业,16.39,28081.21,-0.6,02899.HK
2015/5/28,-2.7486,28.5884,31.337,0.106772,-104.84,104.84,0,康哲药业,2.66,27454.31,-2.23,00867.HK
2015/5/29,7.7329,32.6706,24.9377,0.10754529,-96.28,96.28,0,安徽皖通高速公路,9.13,27424.19,-0.11,00995.HK
2015/6/1,12.4204,34.9763,22.5559,0.10878733,-91.86,91.86,0,中国电力,12.94,27597.16,0.63,02380.HK
2015/6/2,6.5521,25.4164,18.8643,0.10944254,-97.21,97.21,0,南京熊猫电子股份,6.85,27466.72,-0.47,00553.HK
2015/6/3,5.1317,22.3951,17.2634,0.10995571,-98.53,98.53,0,玖龙纸业,6.35,27657.47,0.69,02689.HK
2015/6/4,2.1486,20.9114,18.7628,0.11017057,-101.36,101.36,0,永利澳门,9.04,27551.89,-0.38,01128.HK
2015/6/5,12.458,28.2276,15.7696,0.11141637,-92.54,92.54,0,中广核电力,5.64,27260.16,-1.06,01816.HK
2015/6/8,7.0348,32.9381,25.9033,0.11211985,-96.04,96.04,0,安徽皖通高速公路,8.64,27316.28,0.21,00995.HK
2015/6/9,10.8703,38.9926,28.1223,0.11320688,-92.87,92.87,0,中煤能源,7.47,26989.52,-1.2,01898.HK
2015/6/10,10.2005,30.2722,20.0717,0.11422693,-94.01,94.01,0,安徽皖通高速公路,5.47,26687.64,-1.12,00995.HK
2015/6/11,11.1733,25.7473,14.574,0.11534426,-93.31,93.31,0,南京熊猫电子股份,8.6,26907.85,0.83,00553.HK
2015/6/12,8.1255,25.8018,17.6763,0.11615681,-95.53,95.53,0,中船防务,14.24,27280.54,1.39,00317.HK
2015/6/15,4.9808,19.906,14.9252,0.11665489,-98.86,98.86,0,广深铁路股份,4.26,26861.81,-1.53,00525.HK
2015/6/16,6.3588,21.0243,14.6655,0.11729077,-98.05,98.05,0,瑞声科技,4.83,26566.7,-1.1,02018.HK
2015/6/17,5.9103,21.5339,15.6236,0.1178818,-98.05,98.05,0,阿里健康,12.2,26753.79,0.7,00241.HK
2015/6/23,-3.1802,18.3999,21.5801,0.11756378,-105.19,105.19,0,安踏体育,8.08,27333.46,0.93,02020.HK
2015/6/24,7.3416,21.1064,13.7648,0.11829794,-96.73,96.73,0,凯盛新能,6.22,27404.97,0.26,01108.HK
2015/6/25,5.0403,21.8611,16.8208,0.11880197,-98.53,98.53,0,万洲国际,5.66,27145.75,-0.95,00288.HK
2015/6/26,-13.9087,15.9226,29.8313,0.1174111,-113.6,113.6,0,海天国际,2.99,26663.87,-1.78,01882.HK
2015/6/29,-6.5652,17.2391,23.8043,0.11675458,-107.69,107.69,0,华电国际电力股份,4.52,25966.98,-2.61,01071.HK
2015/6/30,-3.5123,15.5522,19.0645,0.11640335,-105.82,105.82,0,信义光能,8.78,26250.03,1.09,00968.HK
2015/7/2,-11.6904,12.0634,23.7538,0.11523431,-112.72,112.72,0,美高梅中国,15.93,26282.32,0.12,02282.HK
2015/7/3,-17.5577,12.3664,29.9241,0.11347854,-117.59,117.59,0,洛阳钼业,6.75,26064.11,-0.83,03993.HK
2015/7/6,-22.3195,32.192,54.5115,0.11124659,-119.57,119.57,0,九龙仓集团,0.77,25236.28,-3.18,00004.HK
2015/7/7,-23.332,20.7487,44.0807,0.10891339,-121.21,121.21,0,德昌电机控股,2.15,24975.31,-1.03,00179.HK
2015/7/8,-28.228,29.2045,57.4325,0.10609059,-124.16,124.16,0,威高股份,3.11,23516.56,-5.84,01066.HK
2015/7/9,15.2078,53.2152,38.0074,0.10761137,-87.55,87.55,0,大麦娱乐,38.46,24392.79,3.73,01060.HK
2015/7/10,19.473,56.4432,36.9702,0.10955867,-84.4,84.4,0,凯盛新能,20.87,24901.28,2.08,01108.HK
2015/7/13,2.3399,29.2119,26.872,0.10979266,-98.92,98.92,0,中船防务,11.08,25224.01,1.3,00317.HK
2015/7/14,4.7238,24.9757,20.2519,0.11026504,-98.22,98.22,0,新濠国际发展,9.57,25120.91,-0.41,00200.HK
2015/7/15,-13.0355,11.7146,24.7501,0.10896149,-113.18,113.18,0,德昌电机控股,3.52,25055.76,-0.26,00179.HK
2015/7/16,1.7483,10.8267,9.0784,0.10913632,-101.24,101.24,0,中国东方航空股份,9.4,25162.78,0.43,00670.HK
2015/7/17,-2.1199,13.7898,15.9097,0.10892433,-104.37,104.37,0,中信证券,8.74,25415.27,1,06030.HK
2015/7/20,1.1062,11.3559,10.2497,0.10903495,-102.48,102.48,0,中船防务,7.25,25404.81,-0.04,00317.HK
2015/7/21,-0.8083,10.9872,11.7955,0.10895412,-103.44,103.44,0,四川成渝高速公路,6.98,25536.43,0.52,00107.HK
2015/7/22,5.1289,12.0838,6.9549,0.10946701,-98.99,98.99,0,信义光能,3.09,25282.62,-0.99,00968.HK
2015/7/23,2.9199,12.8703,9.9504,0.109759,-100.66,100.66,0,阿里健康,15.09,25398.85,0.46,00241.HK
2015/7/24,3.3924,14.2283,10.8359,0.11009824,-99.93,99.93,0,瑞声科技,2.62,25128.51,-1.06,02018.HK
2015/7/27,-1.6892,21.7644,23.4536,0.10992932,-103.98,103.98,0,中国东方航空股份,0,24351.96,-3.09,00670.HK
2015/7/28,-0.193,14.866,15.059,0.10991002,-101.96,101.96,0,凯盛新能,5.81,24503.94,0.62,01108.HK
2015/7/29,4.9579,13.6218,8.6639,0.11040581,-97.71,97.71,0,五矿资源,10.31,24619.45,0.47,01208.HK
2015/7/30,0.3833,8.858,8.4747,0.11044414,-102.98,102.98,0,北京控股,4.23,24497.98,-0.49,00392.HK
2015/7/31,-1.0497,7.2763,8.326,0.11033917,-104.4,104.4,0,华润燃气,8.99,24636.28,0.56,01193.HK
2015/8/3,-0.4422,8.5149,8.9571,0.11029495,-103.73,103.73,0,粤海投资,3.23,24411.42,-0.91,00270.HK
2015/8/4,2.7559,11.7079,8.952,0.11057054,-100.94,100.94,0,中国国航,9.29,24406.12,-0.02,00753.HK
2015/8/5,0.1172,6.9091,6.7919,0.11058226,-103.26,103.26,0,金隅集团,8.07,24514.16,0.44,02009.HK
2015/8/6,-0.0107,8.0559,8.0666,0.11058119,-103.22,103.22,0,中远海控,7.94,24375.28,-0.57,01919.HK
2015/8/7,2.6715,11.1532,8.4817,0.11084834,-100.95,100.95,0,中远海发,23.9,24552.47,0.73,02866.HK
2015/8/10,6.1963,19.6558,13.4595,0.11146797,-96.88,96.88,0,凯盛新能,24.06,24521.12,-0.13,01108.HK
2015/8/11,4.341,18.7198,14.3788,0.11190207,-99.43,99.43,0,敏华控股,9.47,24498.21,-0.09,01999.HK
2015/8/12,7.2793,17.0412,9.7619,0.11263,-96.85,96.85,0,裕元集团,3.21,23916.02,-2.38,00551.HK
2015/8/13,3.2456,13.6742,10.4286,0.11295456,-100.26,100.26,0,凯盛新能,15.6,24018.8,0.43,01108.HK
2015/8/14,1.3893,11.7239,10.3346,0.11309349,-102.1,102.1,0,高鑫零售,8.48,23991.03,-0.12,06808.HK
2015/8/17,1.5286,10.1254,8.5968,0.11324635,-101.51,101.51,0,白云山,14.87,23814.65,-0.74,00874.HK
2015/8/18,-3.5351,9.9791,13.5142,0.11289284,-106.48,106.48,0,华润电力,4.08,23474.97,-1.43,00836.HK
2015/8/19,-0.7362,10.6889,11.4251,0.11281922,-103.72,103.72,0,凯盛新能,9.91,23167.85,-1.31,01108.HK
2015/8/20,3.9308,12.686,8.7552,0.1132123,-100.07,100.07,0,威高股份,4.38,22757.47,-1.77,01066.HK
2015/8/21,2.4583,15.5223,13.064,0.11345813,-99.91,99.91,0,中国电信,6.9,22409.62,-1.53,00728.HK
2015/8/24,-4.5667,15.8145,20.3812,0.11300146,-106.18,106.18,0,瑞声科技,2.26,21251.57,-5.17,02018.HK
2015/8/25,-6.0117,14.3303,20.342,0.11240029,-107.89,107.89,0,复星国际,8.27,21404.96,0.72,00656.HK
2015/8/26,-3.1851,12.7309,15.916,0.11208178,-106.15,106.15,0,华电国际电力股份,7.03,21080.39,-1.52,01071.HK
2015/8/27,0.1138,12.8125,12.6987,0.11209316,-102.95,102.95,0,中国中车,16.07,21838.54,3.6,01766.HK
2015/8/28,2.4797,14.453,11.9733,0.11234113,-101.6,101.6,0,吉利汽车,15.85,21612.39,-1.04,00175.HK
2015/8/31,1.7286,9.4394,7.7108,0.11251399,-102.07,102.07,0,威高股份,5.65,21670.58,0.27,01066.HK
2015/9/7,6.5405,16.3406,9.8001,0.11316804,-97.69,97.69,0,光大环境,6.02,20583.52,-1.23,00257.HK
2015/9/8,3.7891,11.5961,7.807,0.11354695,-99.75,99.75,0,长城汽车,15.73,21259.04,3.28,02333.HK
2015/9/9,1.7319,15.4101,13.6782,0.11372014,-101.61,101.61,0,长城汽车,10.98,22131.31,4.1,02333.HK
2015/9/10,1.7919,8.8881,7.0962,0.11389933,-101.82,101.82,0,北京控股,5.48,21562.5,-2.57,00392.HK
2015/9/11,2.7499,9.3089,6.559,0.11417432,-101.39,101.39,0,玖龙纸业,5.19,21504.37,-0.27,02689.HK
2015/9/14,-1.2515,7.1767,8.4282,0.11404917,-104.57,104.57,0,康师傅控股,2.65,21561.9,0.27,00322.HK
2015/9/15,-0.8671,5.3679,6.235,0.11396246,-104.45,104.45,0,中国国航,5.28,21455.23,-0.49,00753.HK
2015/9/16,0.8678,8.8951,8.0273,0.11404924,-102.79,102.79,0,中升控股,7.87,21966.66,2.38,00881.HK
2015/9/17,0.4502,8.8684,8.4182,0.11409426,-103.32,103.32,0,青岛啤酒股份,8.61,21854.63,-0.51,00168.HK
2015/9/18,-0.3842,7.6223,8.0065,0.11405584,-103.78,103.78,0,玖龙纸业,7.27,21920.83,0.3,02689.HK
2015/9/21,3.5193,8.8321,5.3128,0.11440777,-100.13,100.13,0,康哲药业,7.09,21756.93,-0.75,00867.HK
2015/9/22,1.7738,8.3571,6.5833,0.11458515,-102.31,102.31,0,统一企业中国,5.36,21796.58,0.18,00220.HK
2015/9/23,5.9592,11.2087,5.2495,0.11518107,-98.02,98.02,0,建滔集团,2.26,21302.91,-2.26,00148.HK
2015/9/24,5.0915,8.2279,3.1364,0.11569022,-98.98,98.98,0,中国联塑,5.87,21095.98,-0.97,02128.HK
2015/9/25,3.2984,7.8897,4.5913,0.11602006,-100.63,100.63,0,凯盛新能,5.75,21186.32,0.43,01108.HK
2015/10/8,-10.259,9.6836,19.9426,0.11499416,-111.67,111.67,0,新奥能源,6.47,22354.91,-0.71,02688.HK
2015/10/9,-2.4533,9.7641,12.2174,0.11474883,-105.59,105.59,0,北控水务集团,6.36,22458.8,0.46,00371.HK
2015/10/12,0.5672,11.3107,10.7435,0.11480555,-102.79,102.79,0,中国银河,10.16,22730.93,1.21,06881.HK
2015/10/13,0.4192,7.2998,6.8806,0.11484747,-103.32,103.32,0,美高梅中国,6.93,22600.46,-0.57,02282.HK
2015/10/14,0.0119,5.9593,5.9474,0.11484866,-103.66,103.66,0,信义光能,5.83,22439.91,-0.71,00968.HK
2015/10/15,-1.0924,8.5005,9.5929,0.11473942,-104.05,104.05,0,凯盛新能,12.72,22888.17,2,01108.HK
2015/10/16,2.0078,11.9009,9.8931,0.1149402,-101.77,101.77,0,大麦娱乐,13.16,23067.37,0.78,01060.HK
2015/10/19,0.8686,8.257,7.3884,0.11502706,-102.69,102.69,0,信义玻璃,6.39,23075.61,0.04,00868.HK
2015/10/20,1.7016,7.3999,5.6983,0.11519722,-101.97,101.97,0,青岛啤酒股份,4.96,22989.22,-0.37,00168.HK
2015/10/22,1.2837,9.1636,7.8799,0.11532559,-102.1,102.1,0,中国南方航空股份,10.51,22845.37,-0.63,01055.HK
2015/10/23,0.8594,9.2949,8.4355,0.11541153,-102.69,102.69,0,上海石油化工股份,9.29,23151.94,1.34,00338.HK
2015/10/26,-1.4466,7.6795,9.1261,0.11526687,-104.97,104.97,0,中国银河,5.5,23116.25,-0.15,06881.HK
2015/10/27,-3.5836,6.1036,9.6872,0.11490851,-106.28,106.28,0,安踏体育,8.66,23142.73,0.11,02020.HK
2015/10/28,0.907,7.362,6.455,0.11499921,-102.5,102.5,0,申洲国际,3.07,22956.57,-0.8,02313.HK
2015/10/29,1.5627,7.9797,6.417,0.11515548,-102.01,102.01,0,敏华控股,3.68,22819.94,-0.6,01999.HK
2015/10/30,2.1877,7.2412,5.0535,0.11537425,-101.68,101.68,0,舜宇光学科技,4.37,22640.04,-0.79,02382.HK
